t1_size_mb,t2_size_mb,workload,block_request_count,total_block_request_size_gb,total_write_block_request_size_ratio,total_read_misalignment_size_gb,total_write_misalignment_size_gb,read_misalignment_hit_rate,write_misalignment_hit_rate,t1_hit_rate,t2_hit_rate,miss_rate,cold_miss_rate,t1_miss_size_gb,total_backing_store_request_size_gb,p_t1_miss_iat_0.0001,p_t1_miss_iat_0.001,p_t1_miss_iat_0.01,p_t1_miss_iat_0.05,p_t1_miss_iat_0.1,p_t1_miss_iat_0.15,p_t1_miss_iat_0.2,p_t1_miss_iat_0.25,p_t1_miss_iat_0.3,p_t1_miss_iat_0.4,p_t1_miss_iat_0.5,p_t1_miss_iat_0.6,p_t1_miss_iat_0.75,p_t1_miss_iat_0.9,p_t1_miss_iat_0.95,p_t1_miss_iat_0.99,p_t1_miss_iat_0.999,p_t1_miss_iat_0.9999,p_t1_miss_iat_0.99999,p_t1_miss_size_0.0001,p_t1_miss_size_0.001,p_t1_miss_size_0.01,p_t1_miss_size_0.05,p_t1_miss_size_0.1,p_t1_miss_size_0.15,p_t1_miss_size_0.2,p_t1_miss_size_0.25,p_t1_miss_size_0.3,p_t1_miss_size_0.4,p_t1_miss_size_0.5,p_t1_miss_size_0.6,p_t1_miss_size_0.75,p_t1_miss_size_0.9,p_t1_miss_size_0.95,p_t1_miss_size_0.99,p_t1_miss_size_0.999,p_t1_miss_size_0.9999,p_t1_miss_size_0.99999,p_backing_store_iat_0.0001,p_backing_store_iat_0.001,p_backing_store_iat_0.01,p_backing_store_iat_0.05,p_backing_store_iat_0.1,p_backing_store_iat_0.15,p_backing_store_iat_0.2,p_backing_store_iat_0.25,p_backing_store_iat_0.3,p_backing_store_iat_0.4,p_backing_store_iat_0.5,p_backing_store_iat_0.6,p_backing_store_iat_0.75,p_backing_store_iat_0.9,p_backing_store_iat_0.95,p_backing_store_iat_0.99,p_backing_store_iat_0.999,p_backing_store_iat_0.9999,p_backing_store_iat_0.99999,p_backing_store_size_0.0001,p_backing_store_size_0.001,p_backing_store_size_0.01,p_backing_store_size_0.05,p_backing_store_size_0.1,p_backing_store_size_0.15,p_backing_store_size_0.2,p_backing_store_size_0.25,p_backing_store_size_0.3,p_backing_store_size_0.4,p_backing_store_size_0.5,p_backing_store_size_0.6,p_backing_store_size_0.75,p_backing_store_size_0.9,p_backing_store_size_0.95,p_backing_store_size_0.99,p_backing_store_size_0.999,p_backing_store_size_0.9999,p_backing_store_size_0.99999,p_backing_store_jump_0.0001,p_backing_store_jump_0.001,p_backing_store_jump_0.01,p_backing_store_jump_0.05,p_backing_store_jump_0.1,p_backing_store_jump_0.15,p_backing_store_jump_0.2,p_backing_store_jump_0.25,p_backing_store_jump_0.3,p_backing_store_jump_0.4,p_backing_store_jump_0.5,p_backing_store_jump_0.6,p_backing_store_jump_0.75,p_backing_store_jump_0.9,p_backing_store_jump_0.95,p_backing_store_jump_0.99,p_backing_store_jump_0.999,p_backing_store_jump_0.9999,p_backing_store_jump_0.99999,physical_t1_hit_rate,physical_t2_hit_rate,percent_diff
8538.0,12242.0,w105,3375345,98.671010816,0.10448696283476412,1.1486336,0.551766528,0.9054793451976331,0.9773752423053832,0.28914381986902493,0.5827254279402457,0.0,0.12813075219072934,75.175288832,21.900250112,31.0,42.0,51.0,74.0,110.0,131.0,379.0,444.0,745.0,1128.0,1614.0,2099.0,3554.0,20596.0,62521.049999999814,4996351.02,46062156.25200029,60000134.2801,60016141.76545001,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,36864.0,65536.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,0.0,33.0,50.0,59.0,77.0,139.0,385.0,412.0,466.0,868.0,1050.0,1473.0,2450.0,25887.300000000047,1000128.0,12840027.010000028,59990843.7260001,60015561.5618,74502857.58615272,512.0,512.0,512.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,-41406187092.3776,-34988883456.0,-22109512376.32,-2685747814.4,-1493495808.0,-757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169004646.40000057,1620200447.999998,24548577280.0,35185430949.890686,41471489937.407585,42092128691.52801,0.3013,0.6754666666670001,-0.2282877431060097
8538.0,13214.0,w105,3375345,98.671010816,0.10448696283476412,1.1486336,0.551766528,0.9054793451976331,0.9773752423053832,0.28914381986902493,0.5827254279402457,0.0,0.12813075219072934,75.175288832,21.900250112,31.0,42.0,51.0,74.0,110.0,131.0,379.0,444.0,745.0,1128.0,1614.0,2099.0,3554.0,20596.0,62521.049999999814,4996351.02,46062156.25200029,60000134.2801,60016141.76545001,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,36864.0,65536.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,0.0,33.0,50.0,59.0,77.0,139.0,385.0,412.0,466.0,868.0,1050.0,1473.0,2450.0,25887.300000000047,1000128.0,12840027.010000028,59990843.7260001,60015561.5618,74502857.58615272,512.0,512.0,512.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,-41406187092.3776,-34988883456.0,-22109512376.32,-2685747814.4,-1493495808.0,-757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169004646.40000057,1620200447.999998,24548577280.0,35185430949.890686,41471489937.407585,42092128691.52801,0.3013,0.700366666667,-0.2257074700461326
8538.0,15061.0,w105,3375345,98.671010816,0.10448696283476412,1.1486336,0.551766528,0.9054793451976331,0.9773752423053832,0.28914381986902493,0.5827254279402457,0.0,0.12813075219072934,75.175288832,21.900250112,31.0,42.0,51.0,74.0,110.0,131.0,379.0,444.0,745.0,1128.0,1614.0,2099.0,3554.0,20596.0,62521.049999999814,4996351.02,46062156.25200029,60000134.2801,60016141.76545001,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,36864.0,65536.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,0.0,33.0,50.0,59.0,77.0,139.0,385.0,412.0,466.0,868.0,1050.0,1473.0,2450.0,25887.300000000047,1000128.0,12840027.010000028,59990843.7260001,60015561.5618,74502857.58615272,512.0,512.0,512.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,-41406187092.3776,-34988883456.0,-22109512376.32,-2685747814.4,-1493495808.0,-757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169004646.40000057,1620200447.999998,24548577280.0,35185430949.890686,41471489937.407585,42092128691.52801,0.3013,0.7846666666669999,-0.2240066591234826
12277.0,13199.0,w105,3375345,98.671010816,0.10448696283476412,1.1486336,0.551766528,0.9054793451976331,0.9773752423053832,0.5649109977801781,0.30695825002909266,0.0,0.12813075219072934,50.220068864,21.900250112,31.0,41.0,51.0,64.0,104.0,126.0,377.0,413.0,549.0,958.0,1399.0,1853.0,2982.0,20212.0,203225.69999999693,5015250.42,50875155.914,60000217.3828,60033069.038470685,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,12288.0,65536.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,0.0,33.0,50.0,59.0,77.0,139.0,385.0,412.0,466.0,868.0,1050.0,1473.0,2450.0,25887.300000000047,1000128.0,12840027.010000028,59990843.7260001,60015561.5618,74502857.58615272,512.0,512.0,512.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,-41406187092.3776,-34988883456.0,-22109512376.32,-2685747814.4,-1493495808.0,-757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169004646.40000057,1620200447.999998,24548577280.0,35185430949.890686,41471489937.407585,42092128691.52801,0.6452666666669999,0.596733333333,-0.1922075909466304
12277.0,15046.0,w105,3375345,98.671010816,0.10448696283476412,1.1486336,0.551766528,0.9054793451976331,0.9773752423053832,0.5649109977801781,0.30695825002909266,0.0,0.12813075219072934,50.220068864,21.900250112,31.0,41.0,51.0,64.0,104.0,126.0,377.0,413.0,549.0,958.0,1399.0,1853.0,2982.0,20212.0,203225.69999999693,5015250.42,50875155.914,60000217.3828,60033069.038470685,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,12288.0,65536.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,0.0,33.0,50.0,59.0,77.0,139.0,385.0,412.0,466.0,868.0,1050.0,1473.0,2450.0,25887.300000000047,1000128.0,12840027.010000028,59990843.7260001,60015561.5618,74502857.58615272,512.0,512.0,512.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,-41406187092.3776,-34988883456.0,-22109512376.32,-2685747814.4,-1493495808.0,-757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169004646.40000057,1620200447.999998,24548577280.0,35185430949.890686,41471489937.407585,42092128691.52801,0.645233333333,0.614533333333,-0.1795177508538372
13249.0,15042.0,w105,3375345,98.671010816,0.10448696283476412,1.1486336,0.551766528,0.9054793451976331,0.9773752423053832,0.7715711607904201,0.10029808701885054,0.0,0.12813075219072934,31.518605312,21.900250112,30.0,40.0,50.0,60.0,96.0,131.0,383.0,412.0,483.0,899.0,1182.0,1654.0,2696.0,23596.0,979172.0,9671958.799999986,55363516.6800039,60006109.72599976,64412880.401811585,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,20480.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,0.0,33.0,50.0,59.0,77.0,139.0,385.0,412.0,466.0,868.0,1050.0,1473.0,2450.0,25887.300000000047,1000128.0,12840027.010000028,59990843.7260001,60015561.5618,74502857.58615272,512.0,512.0,512.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,8192.0,65536.0,65536.0,65536.0,1052672.0,1052672.0,1052672.0,-41406187092.3776,-34988883456.0,-22109512376.32,-2685747814.4,-1493495808.0,-757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169004646.40000057,1620200447.999998,24548577280.0,35185430949.890686,41471489937.407585,42092128691.52801,0.8599,0.0269,-0.0618017818284429
200.0,400.0,w82,4926611,97.626791424,0.4083971294604943,7.059784704,13.367963136,0.9620162014504402,0.9898947896081332,0.4237132579848527,0.5071565773837541,0.06053985727719807,0.008590307354195102,105.114943488,45.931065856,2.0,4.0,10.0,48.0,258.0,553.0,658.0,741.0,824.0,1012.0,1295.0,1700.0,2959.0,19918.0,586870.8499999996,2495432.8499999987,26618617.568000063,29989333.990999974,30011889.03923067,4096.0,4096.0,4096.0,4096.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,12288.0,24576.0,65536.0,69632.0,73728.0,1048576.0,1052672.0,1052672.0,0.0,0.0,9.0,43.0,209.0,549.0,647.0,719.0,788.0,943.0,1163.0,1508.0,2674.0,52453.50000000093,987756.7499999981,3068076.0400000103,29888948.12000051,29993151.85229999,44691685.77786141,512.0,512.0,512.0,3072.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,12288.0,61440.0,65536.0,65536.0,69632.0,1048576.0,1052672.0,-8310336485.3248,-7828131307.52,-6832818688.0,-3836055552.0,-1555685376.0,-216051916.8000002,-10014412.799999952,-1081344.0,-176128.0,-16384.0,-4096.0,0.0,20480.0,1317933056.0,3884762342.3999987,6833093058.560001,7935000821.248003,8326250162.175991,8533051840.59924,0.399266666667,0.327866666667,-0.0224129944776064
200.0,800.0,w82,4926611,97.626791424,0.4083971294604943,7.059784704,13.367963136,0.9953286190184646,0.9971649951743254,0.4237132579848527,0.5676964346609522,0.0,0.008590307354195102,105.374806016,40.609499648,2.0,4.0,10.0,48.0,258.0,553.0,658.0,741.0,824.0,1012.0,1295.0,1700.0,2959.0,19918.0,586870.8499999996,2495432.8499999987,26618617.568000063,29989333.990999974,30011889.03923067,4096.0,4096.0,4096.0,4096.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,12288.0,28672.0,65536.0,69632.0,73728.0,1048576.0,1052672.0,1052672.0,0.0,4.0,10.0,44.0,203.0,550.0,647.0,717.0,784.0,933.0,1141.0,1474.0,2599.0,87294.59999999963,993235.0,3211077.2399999946,29969963.474000007,29997252.975199994,47950352.3426852,512.0,512.0,512.0,2560.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,12288.0,49152.0,65536.0,65536.0,65536.0,299008.0,1048576.0,-8308109517.824,-7830134784.0,-6867325501.44,-3836657664.0,-1587795558.3999999,-272027648.0,-13131776.0,-1339392.0,-208896.0,-20480.0,-4096.0,0.0,49152.0,1555685376.0,3892961280.0,6871649607.679981,7937685989.376006,8325469729.07518,8520958945.618485,0.400866666667,0.6446666666669999,0.0801379741717078
200.0,1000.0,w82,4926611,97.626791424,0.4083971294604943,7.059784704,13.367963136,0.9953286190184646,0.9971649951743254,0.4237132579848527,0.5676964346609522,0.0,0.008590307354195102,105.374806016,40.609499648,2.0,4.0,10.0,48.0,258.0,553.0,658.0,741.0,824.0,1012.0,1295.0,1700.0,2959.0,19918.0,586870.8499999996,2495432.8499999987,26618617.568000063,29989333.990999974,30011889.03923067,4096.0,4096.0,4096.0,4096.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,12288.0,28672.0,65536.0,69632.0,73728.0,1048576.0,1052672.0,1052672.0,0.0,4.0,10.0,44.0,203.0,550.0,647.0,717.0,784.0,933.0,1141.0,1474.0,2599.0,87294.59999999963,993235.0,3211077.2399999946,29969963.474000007,29997252.975199994,47950352.3426852,512.0,512.0,512.0,2560.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,12288.0,49152.0,65536.0,65536.0,65536.0,299008.0,1048576.0,-8308109517.824,-7830134784.0,-6867325501.44,-3836657664.0,-1587795558.3999999,-272027648.0,-13131776.0,-1339392.0,-208896.0,-20480.0,-4096.0,0.0,49152.0,1555685376.0,3892961280.0,6871649607.679981,7937685989.376006,8325469729.07518,8520958945.618485,0.40049999999999997,0.731133333333,0.074332952919602
200.0,1200.0,w82,4926611,97.626791424,0.4083971294604943,7.059784704,13.367963136,0.9953286190184646,0.9971649951743254,0.4237132579848527,0.5676964346609522,0.0,0.008590307354195102,105.374806016,40.609499648,2.0,4.0,10.0,48.0,258.0,553.0,658.0,741.0,824.0,1012.0,1295.0,1700.0,2959.0,19918.0,586870.8499999996,2495432.8499999987,26618617.568000063,29989333.990999974,30011889.03923067,4096.0,4096.0,4096.0,4096.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,8192.0,12288.0,28672.0,65536.0,69632.0,73728.0,1048576.0,1052672.0,1052672.0,0.0,4.0,10.0,44.0,203.0,550.0,647.0,717.0,784.0,933.0,1141.0,1474.0,2599.0,87294.59999999963,993235.0,3211077.2399999946,29969963.474000007,29997252.975199994,47950352.3426852,512.0,512.0,512.0,2560.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,4096.0,12288.0,49152.0,65536.0,65536.0,65536.0,299008.0,1048576.0,-8308109517.824,-7830134784.0,-6867325501.44,-3836657664.0,-1587795558.3999999,-272027648.0,-13131776.0,-1339392.0,-208896.0,-20480.0,-4096.0,0.0,49152.0,1555685376.0,3892961280.0,6871649607.679981,7937685989.376006,8325469729.07518,8520958945.618485,0.40126666666699995,0.800133333333,0.1131014383008278
